rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
11,PANW,Stock,335.1000061035156,273106501632,55.5,51.1,51.9,40.0,71.4,54.1,48.7,28.6,71.9,44.28950839983134,-4.869274626573667,19.08016199421327,-0.0664307803719478,-0.0426310413418952,0.4294678794744422,-0.1333554271676406,0.3009078994297661,0.6655431904893158,-0.0142488996624974,0.1442,4.5573997,0.5376984126984127,68.68717,23.932,147.631,0.016365593837171,0.3893336132980131,0.0696256442440932,0.70488,0.050440002,9.094,-0.0145308103189634,0.7008338577579734,2026-09-09,2.2-universe-normalization,27,2,"Palo Alto Networks, Inc.",Technology,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,BUY,51.1,WAIT,True
12,SOXL,ETF,125.87000274658205,19311783936,42.8,55.3,51.4,,,,,58.7,56.2,49.98340943213746,2.2728989413599106,17.298089728741424,0.026387484147305,-0.1082447636791837,0.1472592770546896,-0.0354238230415973,-0.3612582515658546,0.9474817263865972,2.937441106668124,,,,,,,,,,,,,0.0180575108585324,0.730709029867199,2026-09-09,2.2-universe-normalization,27,0,Direxion Daily Semiconductor Bull 3X Shares,Thematic ETF,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,55.3,FAIR,False
13,AXTI,Stock,68.91000366210938,4518650368,52.2,60.5,51.2,29.0,33.5,82.2,89.6,50.9,61.1,52.29600021207317,-0.258942319312526,15.846183942300886,-0.0061224393288544,0.0965247912292428,0.2481118696796342,-0.0700412013766312,-0.1059629884813577,0.1972786151630529,20.44556890720949,1.1128,1.5645,1.0,30.956875,33.607,313.647,-0.0098297049744212,-0.3538949398051135,-0.073049061647768,0.32184,0.21902001,10.667,-0.0037576883696337,0.8872367196537407,2026-09-09,2.2-universe-normalization,27,0,"AXT, Inc.",Technology,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,60.5,FAIR,False
14,SPCX,Stock,147.5500030517578,1943851368448,50.4,63.8,49.6,18.5,42.9,71.5,87.1,78.0,52.9,59.834904990454575,1.1390141439081534,21.365544540905663,0.036194864583122,0.0876873008857535,,0.0598454385661853,,,,,13.7161,1.0,88.32156,172.961,675.889,,,-0.0449359923364974,0.51875,-0.01804,31.211,0.0077195128454765,1.4229868386735878,2026-09-09,2.2-universe-normalization,27,0,Space Exploration Technologies Corp.,Industrials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,63.8,FAIR,False
15,IREN,Stock,45.369998931884766,17878439936,45.2,58.2,47.8,36.8,24.6,83.3,65.4,67.4,53.0,57.171025106662825,0.7429222648333662,15.19261602928757,0.0848162503079512,0.1284020299062653,-0.006093915400688,0.1674862478846358,-0.1454916910680878,-0.1680630857743658,0.020351224085918,1.5553999,0.8914,0.8666666666666667,-171.20755,28.907,532.952,-0.235999186456086,-5.967829771456173,-0.0489370746249191,0.68924004,-1.0247,187.297,0.0163747472409848,0.6338266937471914,2026-09-09,2.2-universe-normalization,27,1,IREN Limited,Financial Services,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,58.2,FAIR,False
16,QTUM,ETF,147.80999755859375,5561583104,51.1,45.4,47.3,,,,,44.8,53.8,47.96755028606305,-0.2298774041561839,16.764803173009142,-0.0164589083389751,-0.0080744754303108,0.1282563477801546,-0.029233127608932,-0.0286308655683481,-0.0332987601464477,-0.1621028908073538,,,,,,,,,,,,,-0.00155522229858,0.4389639851098869,2026-09-09,2.2-universe-normalization,27,0,Defiance Quantum ETF,Thematic ETF,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,45.4,WAIT,False
17,GEV,Stock,951.0399780273438,253293887488,45.2,42.2,46.8,62.1,57.7,11.0,9.0,44.3,52.2,46.75794954313145,2.988821455787569,14.029669226242016,-0.0174821227363585,-0.0592054650972646,0.0692529493378906,-0.043832237197158,0.0487328791918996,-0.2237175247144593,-0.1239319651013637,0.1399,-0.19319999,0.0952380952380952,37.62692,6.064,63.878,0.0620706858263401,0.3800644396949709,0.1091123330714846,0.2057,0.07466,28.364,0.0031426875050899,0.7282407918152757,2026-09-09,2.2-universe-normalization,27,3,GE Vernova Inc.,Industrials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,42.2,WAIT,False
18,VST,Stock,151.10000610351562,50714480640,39.7,45.1,46.6,74.6,45.1,7.1,10.9,68.3,37.3,59.18188938341368,1.9636277388460133,16.24760728592134,0.0593993144724689,0.0128622496927948,-0.0390040739596506,0.0539502810327946,0.0494557736702566,-0.4366095678071814,-0.9040927880899076,0.0498,0.0793,0.2831168831168831,14.577049,3.825,11.057,0.0007320394398502,0.0019323860859916,0.0619616656300741,0.38309,0.13766,373.28,0.01299555036087,0.9458909030392813,2026-09-09,2.2-universe-normalization,27,2,Vistra Corp.,Utilities,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,45.1,WAIT,False
19,NBIS,Stock,240.3500061035156,61024432128,39.9,62.9,45.8,33.3,29.0,54.7,58.3,46.6,84.8,57.16113278888974,1.8646802743113435,11.119115936937249,0.0500195779035523,0.1298168503904573,0.5379307264998465,0.3018149716672688,0.106538682848044,1.134229679938794,2.0399622461138165,2.582,-1.243,0.9444444444444444,-80.18349,50.92,267.447,-0.1575541145197889,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,0.0077581869230668,0.5125660406898646,2026-09-09,2.2-universe-normalization,27,1,Nebius Group N.V.,Communication Services,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,62.9,FAIR,False
20,CEG,Stock,293.9049987792969,104132714496,38.0,54.8,45.8,56.5,33.2,11.0,37.0,72.3,50.1,61.77986407397591,1.7134335090154371,18.478980807695265,0.0467225980714274,0.0985531310676417,-0.0036243709392941,0.0848222582103431,0.1843413492469218,-0.4285028371239771,-0.7229391393201742,0.0361,0.101,0.8697916666666666,22.029135,4.167,16.386,-0.0636219356814566,-0.2118683955357923,0.0608518487396802,0.22107,0.086619996,76.419,0.0058298889645701,0.8719683398151383,2026-09-09,2.2-universe-normalization,27,2,Constellation Energy Corporation,Utilities,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,54.8,WAIT,False
21,APLD,Stock,27.13999938964844,7716005376,43.0,43.6,44.8,53.5,16.1,78.8,46.6,47.9,36.5,47.45082503538576,0.1824829860200547,20.188951308520927,-0.021064805991345,-0.0590209753672593,-0.1584039640236169,-0.0697248168265978,-0.3377876534389916,-0.3677410279135745,0.2391249959627767,1.274,0.7378,0.3333333333333333,-108.56,22.551,-128.804,-0.6430061253498017,-8.116063533595051,-0.0243103739538597,0.25879,-0.48219,136.231,0.006723765295649,0.7441033796742827,2026-09-09,2.2-universe-normalization,27,1,Applied Digital Corporation,Technology,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,43.6,WAIT,False
22,AAOI,Stock,107.93000030517578,9163935744,49.2,33.8,44.7,49.9,23.8,94.8,43.6,27.2,29.9,45.42300553839073,-0.9307753014811588,13.874733408609387,-0.0909244084092976,-0.0720153238567238,0.0540147146934411,-0.1909898871803548,-0.3227307341030272,-0.4624929657709902,2.8555098293388914,1.5647999,5.7676,0.084090909090909,23.452845,15.494,-287.613,-0.0967979410572349,-1.4884140742229055,-0.0577443154291156,0.28916,-0.12884,17.994,-0.0086238793555949,0.6339650573093,2026-09-09,2.2-universe-normalization,27,1,"Applied Optoelectronics, Inc.",Technology,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,33.8,WAIT,False
23,CRWD,Stock,207.8000030517578,212773666816,42.7,53.6,43.3,24.7,52.7,38.2,43.2,42.5,74.4,50.57536646699474,-0.4941727898924188,18.959107101219207,-0.0062123526939212,0.0289675844505559,0.4502476478968806,-0.0807553432275998,0.30345629139217,0.5467282938229435,0.2297946138511752,0.225,0.2773,0.8403945027792196,129.51074,39.082,1973.507,0.0093779719166354,0.36977979942968,-0.1753753811214883,0.75185996,-0.02259,15.958,-0.0023781173370307,0.5360896070848507,2026-09-09,2.2-universe-normalization,27,2,"CrowdStrike Holdings, Inc.",Technology,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,53.6,WAIT,False
24,MP,Stock,54.29999923706055,9670916096,43.8,39.5,39.5,24.0,24.3,84.0,62.9,43.5,28.7,49.793213656278255,-0.5645692328803309,21.30141609981883,-0.0378226176071587,0.0563996679787712,-0.0571001527437222,-0.0102407936296413,0.0146342151255271,-0.4764722083060458,-0.8462367658098708,0.8018,240.47061,0.5666666666666667,60.62839,23.554,241.028,-0.0447681336186002,-1.0401273462278615,-0.0609800939961663,0.42326,-0.1472,41.402,-0.0103972235877123,0.6777595110316824,2026-09-09,2.2-universe-normalization,27,2,MP Materials Corp.,Basic Materials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,39.5,WAIT,False
25,KTOS,Stock,46.7400016784668,8764684288,45.6,26.0,39.0,40.8,40.0,44.6,53.4,27.4,7.4,34.18365556654531,-1.106850922633091,21.681730128659037,-0.1452631672498618,-0.1071735203681316,-0.3452075511626042,-0.2548561025130603,-0.1535451260241679,-0.8328472677993971,-0.9832708262751252,0.2352,0.3669,0.8878968253968254,41.82962,5.126,89.703,-0.0134959229691765,-0.0776929435048763,0.011284156430183,0.23002,-0.00174,5.65,-0.0236810201729842,1.4263385211870625,2026-09-09,2.2-universe-normalization,27,2,"Kratos Defense & Security Solutions, Inc.",Industrials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,HOLD,26.0,WAIT,False
26,RKLB,Stock,63.06999969482422,40327651328,39.8,27.9,34.7,29.8,26.4,56.8,40.7,33.2,17.2,36.8257364190882,-0.2494825341837505,21.081198061696323,-0.1015541572474248,-0.1458929240300048,-0.2085211716844941,-0.2156736167306793,-0.4026253456376323,-0.4432657589092774,-0.3905981229364273,0.42060003,0.67230004,0.4285714285714286,1384.3284,48.424,-247.44,-0.0062479123802843,-0.3275888287027707,-0.2062711808023433,0.37264,-0.24572,3.828,-0.0039556450830968,1.5987134469335766,2026-09-09,2.2-universe-normalization,27,1,Rocket Lab Corporation,Industrials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,27.9,WAIT,False
27,AVAV,Stock,140.8000030517578,7155824640,38.0,16.9,33.3,48.6,35.8,35.1,17.3,20.3,6.2,37.745762283338905,-1.692232752461619,15.826369946227866,-0.1161719003011161,-0.1156456395248228,-0.3330465798638757,-0.2592718082447005,-0.1876772265288158,-0.7227868855265591,-1.1176707665409875,0.15359999,0.3644,-0.2,32.065952,3.897,39.582,-0.0351304729569225,-0.1271660129543304,-0.0139894461611692,0.25325,0.02812,18.971,-0.0120186982655075,3.2551323760856605,2026-09-09,2.2-universe-normalization,27,2,"AeroVironment, Inc.",Industrials,95acfecf52651414b4fb,2026-09-09T19:24:47.590058-04:00,AVOID,16.9,WAIT,False
