rank,ticker,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,as_of
1,MU,932.8599853515625,1053565648896,68.4,66.8,69.0,75.5,78.0,62.7,69.1,54.2,73.0,50.685138631469684,1.7626025962604386,10.113193764677849,0.013015880935758783,-0.02315223671622646,0.5857458618234226,0.03299968889880688,0.02155343265666447,0.9613277805452052,6.271993059385935,0.8527,1.112,0.9545454545454546,6.017472,11.485,15.197,0.007251090412833034,0.08462569562445695,0.1419950783027513,0.72569,0.80370003,6.33,2026-08-28
2,NVDA,217.5500030517578,5253179637760,67.5,62.0,66.5,71.7,91.6,31.4,64.5,68.5,53.5,52.34354093218486,-0.48626170096916477,16.84349612605412,-0.0022816052392249375,0.04380579449595201,0.11184869311508372,0.08187180876380995,0.09224466939478741,-0.07288672329860912,-0.46354227276573323,0.4449,0.45029998,1.0,14.34279,18.057,27.181,0.007958965393734009,0.13800004401945898,0.987441508009527,0.74674004,0.66236997,16.971,2026-08-28
3,LITE,895.0,80281501696,61.6,75.6,63.6,47.0,65.0,65.9,81.8,75.0,80.0,53.10377755789702,3.9908172433126303,11.306930274800651,0.02410508519638177,0.09916170270591529,0.337127837954712,0.25749872812511,0.10751738062654864,-0.02525081172278398,5.449105742275895,0.4952,3.0129998,1.0,27.110394,28.102,105.781,0.0027989013066903757,0.07455208707940705,0.24821929751149654,0.44244,0.27954,35.987,2026-08-28
4,MRVL,216.6199951171875,194677391360,56.6,67.8,60.1,57.3,69.5,40.5,53.6,56.6,85.9,47.160200100758345,1.2109618518287073,17.919821202687018,-0.03365825867438743,-0.05214641811398213,0.4579018889710931,0.1482379904563862,0.1176284278963145,1.3515517089902196,1.2394465243799075,0.45970002,0.55759996,0.8906926406926406,32.789215,23.037,76.38,0.011450996093725343,0.23589197696040734,0.07141117820098565,0.52216,0.16679001,26.781,2026-08-28
5,META,578.02001953125,1472509509632,56.6,45.7,57.3,83.0,80.5,17.3,18.6,67.9,33.3,49.56110759648063,1.9123137680946538,13.461447146247602,0.003908720173006142,-0.02385259357398095,-0.07070492889062086,0.03879314588572135,-0.024617016913176155,-0.40881306917112303,-0.8871705648303028,0.2014,0.0749,-0.16133447823441638,16.533915,6.471,13.469,0.014637341862319478,0.09443114505532983,0.24151296396154137,0.81747,0.34827,42.997,2026-08-28
6,AXTI,58.630001068115234,3844557568,53.8,62.9,54.2,38.3,36.8,71.8,83.2,47.7,70.3,42.88929264400555,-2.032821296589618,21.330834627072715,-0.20263835733437918,-0.09743066657760402,0.09742837352041134,0.2155009202412641,-0.3709747606151348,0.2448033607665897,18.765472174782996,1.1128,1.5645,1.0,26.338724,32.256,301.045,-0.011553214957607314,-0.35389493980511355,-0.07304906164776805,0.32184,0.21902001,10.667,2026-08-28
7,SPCX,141.5,1864147402752,52.3,60.3,50.5,24.1,43.4,90.0,71.4,70.7,56.1,60.34982682784911,1.0818223792837824,19.41899668653731,0.05174356620123599,0.02863158180382297,,0.22760038585385312,,,,1.3632001,13.4163,0.6779761904761905,88.355774,158.546,619.558,,,-0.04493599233649743,0.51875,-0.01804,31.211,2026-08-28
8,APLD,25.34000015258789,7204258304,46.0,41.1,46.8,60.9,22.5,68.6,50.5,48.0,26.4,38.607991288061,-0.1585430209660218,20.771280536022704,-0.125603862921974,-0.1860961824759615,-0.21278249424385864,-0.12756975784168456,-0.403359168992056,-0.3729360583863951,-0.14573523126373897,1.274,0.7378,0.3333333333333333,-101.36,22.136,-126.435,-0.6886814035034355,-8.116063533595051,-0.024310373953859713,0.25879,-0.48219,136.231,2026-08-28
9,IREN,35.45000076293945,12669074432,46.3,36.8,44.9,56.0,38.9,63.2,39.5,41.3,27.2,40.24109135881729,-0.3580516682927598,13.960131556460064,-0.13687104805597194,-0.14820917776280207,-0.2283127429754278,-0.10698525884303733,-0.3813989156430817,-0.43647243615026166,-0.07732537953228301,3.1258,0.0535,0.1285714285714286,-172.92683,,,-0.3345051863690874,-5.994159977369166,0.009238890438027994,0.68925005,-1.05612,187.299,2026-08-28
10,NBIS,209.17999267578125,53110423552,41.3,46.3,43.4,45.2,39.1,54.1,25.5,31.9,67.7,47.15991440222107,-2.504430623933626,10.26259211630354,-0.06182798329650008,-0.04647470552625277,0.3777511243906193,0.0765800050074803,-0.03412675546019013,0.9917294280345517,1.3209223444666933,2.5714998,-0.9907,-0.2714285714285714,-69.78482,45.782,240.462,-0.181031325396725,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,2026-08-28
11,RKLB,64.38999938964844,41171673088,41.3,34.3,38.6,37.4,34.8,34.5,42.3,38.1,26.6,35.30416788178228,-0.9606545286504415,19.003255718720162,-0.1389927152746223,-0.17382837069255397,-0.1855756289478846,-0.03802409417263854,-0.49054183551397224,-0.3703243765346407,-0.27088423752156543,0.42330003,0.7246,0.35714285714285715,1287.7999,49.715,-254.038,-0.0061198298029194725,-0.3275888287027707,-0.20627118080234338,0.37264,-0.24572,3.828,2026-08-28
