rank,ticker,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,as_of
1,MU,966.780029296875,1091874717696,68.8,71.3,70.7,76.5,78.0,62.7,69.1,58.8,80.6,54.33856090589046,12.267911187677777,11.976415110376891,0.07870361796244829,0.002321038832332478,0.693289918718583,-0.01109760395487737,0.2777024591809778,0.966895122375983,6.540003970790705,0.8547,1.1195999,0.9545454545454546,6.236275,11.972,15.842,0.006996681626734938,0.08462569562445695,0.1419950783027513,0.72569,0.80370003,6.33,2026-08-21
2,NVDA,214.72000122070312,5200733011968,67.5,56.4,64.6,70.4,90.7,31.4,64.5,57.9,47.8,51.014286195681976,-0.40483549045130207,16.89491110713007,0.007235759247627538,0.034411336715840735,0.10044400056255709,0.04111359912609435,-0.011747636962070929,-0.15977939575559222,-0.4957032806781746,0.4377,0.44349998,1.0,16.503962,20.543,31.462,0.0089094888965404,0.18279099614571304,0.987441508009527,0.74144995,0.65596,6.555,2026-08-21
3,LITE,866.7100219726562,77743890432,61.8,66.2,61.3,49.8,65.0,65.9,81.8,64.3,63.9,52.46343426634397,3.9837423094403093,11.443369357954861,0.060442857746309864,0.0642138545798614,0.32804789857787586,0.05223344540171448,-0.09245569357149297,0.005581041108387842,5.757222917530423,0.4952,3.0129998,1.0,26.253464,25.814,97.17,0.0028902592699105744,0.07455208707940705,0.24821929751149654,0.44244,0.27954,35.987,2026-08-21
4,MRVL,237.0399932861328,212753924096,56.1,72.2,61.1,57.0,67.7,40.5,53.6,70.3,86.8,55.80034721681308,5.240584233047242,18.137469141926765,0.12652224582690152,0.013756889739685585,0.634695123365073,0.14499278107591895,0.25230485107049394,1.6922783423951613,1.613862240424041,0.45229998,0.5414,0.8906926406926406,37.95117,25.354,81.496,0.010668193809557436,0.2603732993390066,0.07141117820098565,0.51502997,0.14479999,28.97,2026-08-21
5,META,549.9000244140625,1400873680896,57.1,32.0,54.0,86.4,80.5,17.3,18.6,32.3,24.9,38.663450640564996,-4.226380832203581,15.805659167136367,-0.046114809316385785,-0.07263458445298498,-0.11785148423293634,-0.08015986046280824,-0.08486318827128458,-0.4521429589887292,-0.9836609234657145,0.2014,0.0684,-0.16133447823441638,15.845125,6.189,12.882,0.015385844835213325,0.09443114505532983,0.24151296396154137,0.81747,0.34827,42.997,2026-08-21
6,AXTI,70.73999786376953,4638648832,51.4,67.0,53.6,34.7,35.9,71.8,83.2,55.0,76.0,49.88415881302567,0.30746382441105213,27.496986544855744,0.02373369680976345,0.038528592658040095,0.35936374523153547,0.349046133818398,-0.4065349144993867,1.0910871828247088,26.46175904679752,1.1128,1.5645,1.0,31.778975,35.427,330.641,-0.009575417671970905,-0.35389493980511355,-0.07304906164776805,0.32184,0.21902001,10.667,2026-08-21
7,SPCX,136.97000122070312,1804468355072,51.7,59.6,49.9,24.1,45.2,85.0,69.5,69.5,56.1,58.27360142793482,2.142549364520695,23.464010273720586,0.0705590599491015,,,0.17097069748738425,,,,1.3632001,26.3375,0.6779761904761905,85.52714,150.686,588.845,,,-0.04493599233649743,0.51875,-0.01804,31.211,2026-08-21
8,IREN,41.880001068115234,14967019520,47.8,50.1,49.9,57.2,38.9,63.2,39.5,62.1,44.7,50.46935309721061,0.5750061990451566,16.36721712459118,0.049045670061426794,-0.03854539444261007,-0.10154106665086016,0.04459950086719054,-0.2697436245771643,-0.24481210069488848,0.3979260864175391,3.1176002,-0.0858,0.1285714285714286,-41.741005,22.423,115.345,-0.15440912259864548,-3.052600407412758,0.009238890438027994,0.68397003,-0.64468,148.804,2026-08-21
9,APLD,27.209999084472656,7735906304,47.5,36.3,46.4,62.5,22.5,73.6,52.3,39.6,19.2,41.022004338231675,0.10699971911589112,20.447999625028007,-0.05485557658905549,-0.17233704649004766,-0.157601468193296,-0.07709807073403764,-0.4244275194702738,-0.3553524912778029,0.0094088014245223,1.4401,0.7378,0.3333333333333333,-108.84,22.713,-129.73,-0.6413519664056159,-8.116063533595051,-0.024310373953859713,0.25879,-0.48219,136.231,2026-08-21
10,NBIS,219.1300048828125,55636713472,40.9,49.1,43.9,44.2,40.9,54.1,25.5,44.6,65.5,49.66372224805635,1.3898280471745181,13.61692114498631,0.026497453018780703,-0.01779293029996598,0.4682488053517724,0.004237130064999806,0.005296138892375901,0.9455114126481405,1.5263067153306586,2.5767002,-0.9768,-0.2714285714285714,-73.104256,46.112,242.194,-0.17281125659657656,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,2026-08-21
11,RKLB,72.56999969482422,46402056192,41.9,39.7,40.5,37.3,34.8,34.5,42.3,45.6,34.5,43.15676814155086,0.43868458193700155,17.513742602006218,-0.02029079773099851,-0.11556733679399578,-0.07819789963139567,0.04942647185508729,-0.4125889027534039,-0.268203822966187,0.06197779694620002,0.42330003,0.7246,0.35714285714285715,1451.4,53.931,-275.584,-0.00543001006156792,-0.3275888287027707,-0.20627118080234338,0.37264,-0.24572,3.828,2026-08-21
