rank,ticker,asset_type,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,macd_hist_pct,volume_ratio_20d,as_of,scoring_version,universe_size,image_mentions,company_name,sector,scoring_fingerprint,data_retrieved_at,long_term_rating,entry_score,entry_quality,short_put_eligible
1,NVDA,Stock,225.50999450683597,5445389910016,71.7,62.8,68.2,66.1,88.1,71.1,68.5,49.7,68.9,55.850551972228985,0.4872913443333639,13.801158700840338,0.0202705820474795,0.0479557519464644,0.1348443327106359,-0.0006792009692982,0.1388750687476356,-0.1508194450606044,-0.4315535787477074,0.6589,0.685,0.9121176720475784,14.379603,18.128,27.288,0.007678031442174,0.1380000440194589,0.987441508009527,0.74674004,0.66236997,16.971,0.0021608414536083,0.6604550988874065,2026-09-23,2.3-no-leverage-penalty,27,1,NVIDIA Corporation,Technology,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,STRONG BUY,62.8,FAIR,True
2,MU,Stock,1071.8800048828125,1210573914112,67.0,68.8,67.9,69.5,78.8,77.8,52.2,56.6,86.2,62.18948621621077,11.42869840836098,14.115846429394873,0.0940995241337838,0.1482272388789141,0.6425286739467726,0.0937577647099916,0.0268369873929969,1.2706202745194937,4.85899119275116,0.90489995,1.161,0.5,6.736248,13.496,17.859,0.0063106429825921,0.0846256956244569,0.1419950783027513,0.72569,0.80370003,6.33,0.010662292753199,0.8485836265517673,2026-09-23,2.3-no-leverage-penalty,27,1,"Micron Technology, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,STRONG BUY,68.8,GOOD,True
3,QTUM,ETF,152.4499969482422,5561583104,62.2,62.9,62.9,,,,,64.4,55.5,57.9892162797697,0.7447435547311907,15.831296912743657,0.0347624346868524,0.0339981335679833,0.1473654831559459,-0.0704172967668517,-0.0607344053092887,-0.0580711563213389,-0.1989518031853294,,,,,,,,,,,,,0.0048851660848772,1.5005236327867233,2026-09-23,2.3-no-leverage-penalty,27,0,Defiance Quantum ETF,Thematic ETF,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,62.9,FAIR,True
4,SOXL,ETF,146.25,19311783936,61.9,64.4,62.8,,,,,59.7,63.8,59.66146328298465,5.511233570892738,16.40100667438587,0.2334170675031277,0.1515998052263401,0.2851633421740478,0.2329576854450634,-0.3581307597530925,1.2218518387222372,2.5890721437951902,,,,,,,,,,,,,0.0376836483479845,1.0638588892415897,2026-09-23,2.3-no-leverage-penalty,27,0,Direxion Daily Semiconductor Bull 3X Shares,Thematic ETF,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,64.4,FAIR,True
5,META,Stock,744.0999755859375,1895599308800,56.7,59.1,59.2,68.8,81.0,27.0,30.4,63.7,67.6,77.01276755749272,12.03275864904264,34.776750971373794,0.160226021558828,0.2165836135009751,0.1915956152040709,0.2485536660919305,0.3397456314218043,-0.1837893298984228,-0.6869219613866939,0.2045,0.0855,0.5048378522062733,21.35783,8.402,17.488,0.0113703486743959,0.0944311450553298,0.2415129639615413,0.81747,0.34827,42.997,0.016170889724284,1.362090020248533,2026-09-23,2.3-no-leverage-penalty,27,1,"Meta Platforms, Inc.",Communication Services,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,59.1,FAIR,True
6,ETN,Stock,438.760009765625,170370514944,54.3,64.8,59.2,66.2,58.8,22.8,62.7,69.5,61.9,59.40128598928697,3.7916593543488735,13.58037383391402,0.0698175935036875,0.0527305578315608,0.1435990397901008,-0.0369157392950607,0.0896641715374457,-0.2148807746182613,-0.4780458766517814,0.120299995,0.1903,1.0,27.195402,6.364,28.783,0.0182315881185249,0.1034478457428904,0.1390297387412369,0.36022,0.16563,105.059,0.0086417614868189,0.8550062431147746,2026-09-23,2.3-no-leverage-penalty,27,3,Eaton Corporation plc,Industrials,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,HOLD,64.8,FAIR,False
7,AVGO,Stock,354.989990234375,1694590828544,63.7,41.2,57.6,67.9,84.0,64.8,36.7,43.5,35.0,44.72434490025233,1.6206808894358833,23.23741941785199,-0.010275051029303,-0.0591027291340924,-0.0339188545213345,-0.0922826865787938,-0.0647942662684154,-0.321816144005369,-0.6070890002068603,0.6369,0.6628,0.1989412048463617,18.313643,19.928,33.977,0.0180553906822974,0.3433796440970187,0.1911656891495601,0.75515,0.54307,59.604,0.0045654270092682,0.8153479745209047,2026-09-23,2.3-no-leverage-penalty,27,1,Broadcom Inc.,Technology,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,41.2,WAIT,True
8,MRVL,Stock,260.8999938964844,234472030208,57.3,64.0,57.3,44.2,67.8,58.0,67.4,51.4,76.7,63.1393980354591,3.986586576559718,19.17448252808511,0.1285944222115269,0.196552947848392,0.622402380835178,0.054284320762667,-0.0524780569006716,1.386007990964657,1.7989188620715924,0.5105,0.6046,0.976911976911977,38.610382,24.352,80.741,0.0102700945518483,0.2548119968676348,0.0714111782009856,0.52216,0.16679001,28.525,0.0152801328854819,0.6261978516361562,2026-09-23,2.3-no-leverage-penalty,27,1,"Marvell Technology, Inc.",Technology,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,64.0,FAIR,True
9,LITE,Stock,937.0,84048896000,58.8,61.8,57.1,41.8,70.6,58.5,72.0,43.3,75.5,54.068927428639874,1.043361232130028,12.000588776684571,0.0263768956916758,0.1012953073441014,0.2955492449924835,0.0451084720892163,0.1165175066729975,-0.2725753409016118,4.026089066454047,0.5219,0.593,0.9912280701754386,27.143393,27.532,103.636,0.002673443801094,0.074552087079407,0.2482192975114965,0.44244,0.27954,35.987,0.0011135125209498,0.7352734476607686,2026-09-23,2.3-no-leverage-penalty,27,1,Lumentum Holdings Inc.,Technology,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,61.8,FAIR,True
10,HUBB,Stock,463.7000122070313,24502732800,55.4,47.1,56.5,79.3,57.6,18.5,60.8,51.7,28.6,51.659352976037376,2.382923092840448,16.18912129361468,0.0204657194767876,-0.0218298246105465,-0.0429887625581613,-0.087053384593042,-0.097973211224081,-0.5182207037987969,-0.5923020120483617,0.1008,0.1197,1.0,20.23727,4.726,19.409,0.0202349883193437,0.07966651163357,0.154830940906934,0.35338002,0.21666999,141.642,0.0051389325643936,1.248362982556694,2026-09-23,2.3-no-leverage-penalty,27,2,Hubbell Incorporated,Industrials,2b1cdf0a1d18475acdb6,2026-09-23T19:02:39.920247-04:00,BUY,47.1,WAIT,True
