rank,ticker,price,market_cap,long_term_score,short_term_score,buy_now_score,valuation_score,quality_score,growth_score,revision_score,technical_score,relative_strength_score,rsi14,macd_hist,adx14,dist_20dma,dist_50dma,dist_200dma,rs_1m,rs_3m,rs_6m,rs_12m,forward_revenue_growth,forward_eps_growth,eps_revision_signal,forward_pe,ev_sales,ev_ebitda,fcf_yield,fcf_margin,roic_proxy,gross_margin,operating_margin,debt_to_equity,as_of
1,MU,1011.75,1142663544832,70.4,71.4,71.5,75.5,79.8,66.8,71.4,63.5,76.5,59.53644836306698,18.47438760595241,15.466312381256689,0.12746575567127727,0.052840585470478096,0.8184058785551402,0.13017984801729585,0.34082789330670665,1.0818236079795687,6.348455354227198,0.84860003,1.1106,0.9545454545454546,6.5320725,11.939,15.798,0.006685694849154566,0.08462569562445695,0.1419950783027513,0.72569,0.80370003,6.33,2026-08-17
2,NVDA,225.00999450683594,5449966944256,67.0,58.5,64.9,69.7,90.4,31.4,64.5,70.3,43.7,62.85381527557473,1.8208508320186416,21.047682321343796,0.06397011497727778,0.08886376772637505,0.1546780007291595,0.04787560996141579,-0.055770924677241075,-0.14497705612331754,-0.5019418579128037,0.42700002,0.42880002,1.0,17.581158,21.336,32.677,0.008502046617518617,0.18279099614571304,0.987441508009527,0.74144995,0.65596,6.555,2026-08-17
3,MRVL,234.3300018310547,210321588224,58.5,65.4,61.4,63.9,70.5,40.5,53.6,56.4,78.5,58.17710069959055,5.4052745665838495,17.413287060560272,0.14599967184982598,-0.008871321511410124,0.6489279038719349,0.18035765574563664,0.2694894629357039,1.6058273954986004,1.2312465084658162,0.45130002,0.5411,0.8906926406926406,37.49358,22.445,72.145,0.010791569782093354,0.2603732993390066,0.07141117820098565,0.51502997,0.14479999,28.97,2026-08-17
4,LITE,968.9000244140625,85844541440,51.8,64.3,54.8,46.8,48.9,49.5,72.7,57.6,69.4,61.447338953880696,22.46025362527581,12.521103606797412,0.19889777241002315,0.1900653392992575,0.5151780909666008,0.26056636538109823,-0.05741323512103079,0.34443538533618473,6.713378328161266,0.5313,0.59330004,1.0,29.348896,26.871,98.94,,,-0.042366386326641345,0.44575,0.28292,35.987,2026-08-17
5,META,568.969970703125,1449454469120,57.6,32.4,54.4,86.4,82.6,17.3,18.6,33.6,24.9,41.89041200441253,-0.9537907381156039,12.125550784947118,-0.036993130624537685,-0.045188258200166476,-0.09099079727552051,-0.18084161294717932,-0.12838620254927147,-0.4863973647328973,-1.0099248210882374,0.2014,0.066199996,-0.16133447823441638,16.309875,6.68,13.905,0.01487016360098965,0.09443114505532983,0.24151296396154137,0.81747,0.34827,42.997,2026-08-17
6,AXTI,95.97000122070312,6293061120,52.2,66.4,53.6,33.3,37.0,75.9,85.5,47.8,79.0,65.83513543009902,3.9596472589908713,29.276548459923724,0.4855462579220402,0.3910107054738252,0.8930842609617962,1.0310869180589126,-0.2802317048787111,2.581839541925266,42.690783135301636,1.1128,1.5645,1.0,43.113205,39.785,371.313,-0.0070580913093054466,-0.35389493980511355,-0.07304906164776805,0.32184,0.21902001,10.667,2026-08-17
7,APLD,31.18000030517578,8976210944,49.4,41.1,48.6,60.6,25.5,77.7,54.5,45.9,25.8,51.98218545027169,0.7291903141346814,20.438632507028576,0.07444069230726624,-0.07892093132460198,-0.038162690254854414,0.14740926930268347,-0.32294615030840257,-0.4935320743569245,0.4031840994602678,1.4401,0.7378,0.3333333333333333,-124.72,23.929,-136.675,-0.5527319657428942,-8.116063533595051,-0.03174054663356408,0.25879,-0.48219,136.231,2026-08-17
8,IREN,44.900001525878906,16046303232,47.6,47.6,48.3,52.6,42.4,63.2,39.5,53.9,45.8,56.091259825424615,1.2787721918282655,20.39336904339411,0.13765935150112507,0.007761370637576315,-0.04472655062695863,0.2739282280807763,-0.20742890652717805,-0.31384193115949255,0.6134783453908066,3.1471,-0.0301,0.1285714285714286,-47.76596,23.112,118.89,-0.1440234749765447,-3.052600407412758,0.009238890438027994,0.68397003,-0.64468,148.804,2026-08-17
9,SPCX,146.22999572753906,1926461259776,51.7,53.5,48.1,24.1,45.2,85.0,69.5,61.8,46.6,64.60388941579477,4.644946452538414,27.21019974158802,0.18070243543272935,,,0.11778285544461128,,,,1.1891,17.6678,0.6779761904761905,88.14612,157.551,615.669,,,-0.04493599233649743,0.51875,-0.01804,31.211,2026-08-17
10,NBIS,268.8500061035156,68260532224,42.4,55.4,47.2,48.2,41.5,54.1,25.5,46.3,79.1,62.097649378037964,10.327528174942064,16.573687565597382,0.27971404126271837,0.20874597674525663,0.826540514256602,0.4512715699197515,0.16681992897774725,1.365768480884095,2.187339643379004,2.5053,-0.9768,-0.2714285714285714,-89.691414,57.757,303.356,-0.1408522619842619,-7.095159132872045,-0.0601264622993222,0.7426,-0.00223,98.596,2026-08-17
11,RKLB,82.08000183105469,52482854912,43.9,44.0,43.2,38.9,36.2,38.6,44.5,63.0,30.7,55.355159488700586,2.326785484055607,21.425185687142847,0.1292486351109987,-0.03187452338500196,0.04586325161809501,0.15225560194461937,-0.3977084386010721,-0.16023712803409582,0.1775378013280795,0.42159998,0.7243,0.35714285714285715,1641.6,59.61,-304.603,-0.0048008751128816645,-0.3275888287027707,-0.20627118080234338,0.37264,-0.24572,3.828,2026-08-17
